CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
TCLISK,Instalment Regular Normal,6.9808,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TCLJOE,Instalment MINI,7.2589,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
TCLJOJ,Instalment MINI,4.4982,31/05/2018,1.0,American,CITIWARRANTS,COR,04/06/2013,10,
TCLJOK,Instalment MINI,6.3439,31/05/2018,1.0,American,CITIWARRANTS,COR,04/06/2013,10,
TCLKOA,MINI Call,9.4487,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,4.27,
TCLKOC,MINI Call,9.9327,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,4.27,
TCLKOQ,MINI Put,14.7914,31/12/2029,1.0,American,CITIWARRANTS,COR,12/06/2015,4.27,
TCLKOT,MINI Put,14.3414,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2014,4.27,
TCLSMB,Self Funding Instalments,2.9675,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
TCLSO1,Barrier SFI,5.7663,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
TCLSOH,Self Funding Instalments,5.7824,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
TCLSOP,Self Funding Instalments,6.50,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
TCLSSA,Self Funding Instalments,4.1048,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
TCLSSE,Self Funding Instalments,7.432,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TCLSSI,Capped SFI,13.035,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
TCLSSJ,Capped SFI,13.035,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
TCLSSL,Self Funding Instalments,5.6399,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
TCLSWA,Self Funding Instalments,5.9607,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
TCLSWR,Self Funding Instalments,4.6859,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
TLSBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
TLSBOF,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
TLSBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
TLSBOJ,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
TLSBOK,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/04/2017,10,
TLSBOL,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/04/2017,10,
TLSBOM,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/04/2017,10,
TLSBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
TLSBOO,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
TLSBOP,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
TLSBOS,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/09/2017,10,
TLSBOT,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,26/09/2017,10,
TLSIO1,Instalment Regular Rolling,2.40,04/05/2018,1.0,European,CITIWARRANTS,COR,16/05/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
TLSIO2,Instalment Regular Rolling,2.50,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
TLSIOA,Instalment Regular Rolling,2.20,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
TLSIOL,Instalment Regular Rolling,2.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
TLSIOM,Instalment High Geared Rolling,4.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
TLSIOV,Instalment High Geared Rolling,3.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
TLSIOZ,Instalment Regular Rolling,4.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
TLSISI,Instalment Regular Normal,3.1986,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
TLSISK,Instalment Regular Normal,3.3931,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TLSISN,Instalment Regular Normal,3.90,27/03/2018,1.0,American,UBS,COR,20/09/2016,10,
TLSISR,Instalment Regular Normal,4.60,28/03/2018,1.0,American,UBS,COR,30/03/2017,10,
TLSISS,Instalment Regular Normal,4.30,28/03/2018,1.0,American,UBS,COR,28/06/2017,10,
TLSIST,Instalment Regular Normal,3.90,28/03/2018,1.0,American,UBS,COR,28/08/2017,10,
TLSISU,Instalment Regular Normal,3.52,28/09/2018,1.0,American,UBS,COR,01/11/2017,10,
TLSIWK,Instalment Regular Normal,2.60,28/06/2018,1.0,American,WESTPAC,COR,15/09/2017,10,
TLSIYE,Instalment Regular Rolling,2.9817,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,2.5,
TLSJON,Instalment MINI,2.8384,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
TLSJOW,Instalment MINI,2.8436,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
TLSJOY,Instalment MINI,2.6405,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
TLSKOA,MINI Call,2.5792,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,10,
TLSKOB,MINI Call,2.6819,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,10,
TLSKOC,MINI Call,2.3917,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,10,
TLSKOE,MINI Call,2.3817,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,10,
TLSKOF,MINI Call,3.0055,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,10,
TLSKOK,MINI Call,2.8139,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,10,
TLSKOO,MINI Call,3.2003,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,10,
TLSKOQ,MINI Put,3.7533,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,10,
TLSKOR,MINI Put,4.2563,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,10,
TLSKOS,MINI Put,4.4977,31/12/2029,1.0,American,CITIWARRANTS,COR,20/10/2015,10,
TLSKOT,MINI Put,3.9588,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,10,
TLSKOU,MINI Put,4.6067,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,10,
TLSKOV,MINI Put,4.7072,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,10,
TLSKOW,MINI Put,4.8155,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,10,
TLSLOA,GSL MINI Call,3.2413,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,10,
TLSLOB,GSL MINI Call,3.1152,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,10,
TLSLOC,GSL MINI Call,2.687,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,10,
TLSLOD,GSL MINI Call,3.4526,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,10,
TLSLOE,GSL MINI Call,3.3522,31/12/2029,1.0,American,CITIWARRANTS,COR,23/02/2016,10,
TLSLOF,GSL MINI Call,3.0077,31/12/2029,1.0,American,CITIWARRANTS,COR,14/10/2015,10,
TLSLOP,GSL MINI Put,4.4145,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,10,
TLSLOQ,GSL MINI Put,3.5645,31/12/2029,1.0,American,CITIWARRANTS,COR,19/08/2015,10,
TLSLOR,MINI Put,3.7642,31/12/2029,1.0,American,CITIWARRANTS,COR,20/12/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
TLSLOS,MINI Put,3.8641,31/12/2029,1.0,American,CITIWARRANTS,COR,20/12/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
TLSLOT,GSL MINI Put,3.9639,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,10,
TLSLOU,GSL MINI Put,4.0638,31/12/2029,1.0,American,CITIWARRANTS,COR,06/09/2013,10,
TLSLOV,GSL MINI Put,4.1636,31/12/2029,1.0,American,CITIWARRANTS,COR,16/11/2016,10,
TLSMOA,MINI Call,3.1083,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,10,
TLSQOQ,MINI Put,4.9206,31/12/2029,1.0,American,CITIWARRANTS,COR,04/02/2015,10,
TLSSO1,Barrier SFI,2.8491,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
TLSSO2,Barrier SFI,2.33,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
TLSSOA,Self Funding Instalments,3.8487,13/12/2019,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
TLSSOG,Self Funding Instalments,2.357,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
TLSSOH,Self Funding Instalments,3.3005,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
TLSSOM,Self Funding Instalments,2.5774,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
TLSSOP,Self Funding Instalments,1.80,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
TLSSSA,Self Funding Instalments,2.8215,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
TLSSSE,Self Funding Instalments,3.5394,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TLSSSI,Capped SFI,4.4215,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
TLSSSJ,Capped SFI,4.4215,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
TLSSSL,Self Funding Instalments,3.0865,08/06/2018,1.0,American,UBS,COR,19/10/2015,10,
TLSSSU,Self Funding Instalments,1.576,22/06/2018,1.0,American,UBS,COR,07/06/2013,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
TLSSSY,Self Funding Instalments,4.295,02/05/2018,1.0,American,UBS,COR,04/05/2017,10,
TLSSSZ,Self Funding Instalments,3.1745,08/06/2018,1.0,American,UBS,COR,12/04/2016,10,
TLSSWA,Self Funding Instalments,2.1292,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
TLSSWR,Self Funding Instalments,3.1832,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
TLSSWT,Self Funding Instalments,2.401,30/06/2020,1.0,American,WESTPAC,COR,27/11/2015,10,
TLSSWY,Self Funding Instalments,3.4381,28/06/2018,1.0,American,WESTPAC,COR,31/01/2017,5,
TLSWOC,Equity Call,4.50,21/12/2017,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
TLSWOD,Equity Call,5.00,21/12/2017,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
TLSWOR,Equity Put,4.25,21/12/2017,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
TLSWOS,Equity Put,3.75,21/12/2017,2.0,European,CITIWARRANTS,COR,24/05/2017,20,
TMEJOZ,Instalment MINI,2.8918,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
TMEKOA,MINI Call,2.7319,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,1.23,
TMEKOC,MINI Call,3.1339,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,1.23,
TNEKOA,MINI Call,2.908,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.82,
TNEKOB,MINI Call,2.3651,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.82,
TNESO1,Barrier SFI,2.246,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
TPMJOA,Instalment MINI,3.6102,18/11/2021,1.0,American,CITIWARRANTS,COR,21/02/2017,10,
TPMJOB,Instalment MINI,3.0143,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
TPMKOA,MINI Call,2.372,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,1.57,
TPMKOC,MINI Call,3.9717,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,1.57,
TPMKOD,MINI Call,3.5052,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.57,
TRSKOP,MINI Put,5.5684,31/12/2029,1.0,American,CITIWARRANTS,COR,29/11/2013,0.12,
TRSKOQ,MINI Put,6.6731,31/12/2029,1.0,American,CITIWARRANTS,COR,29/11/2013,0.12,
TTSIOV,Instalment Regular Rolling,2.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
TTSISI,Instalment Regular Normal,1.8124,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
TTSISK,Instalment Regular Normal,2.3296,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TTSJOE,Instalment MINI,3.4604,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
TTSJOF,Instalment MINI,2.5377,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
TTSJOP,Instalment MINI,2.4565,30/05/2019,1.0,American,CITIWARRANTS,COR,12/09/2014,10,
TTSKOB,MINI Call,2.3951,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2012,10,
TTSKOC,MINI Call,3.4019,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,3.89,
TTSKOD,MINI Call,2.9263,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2014,3.89,
TTSKOP,MINI Put,5.4519,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,3.89,
TTSKOR,MINI Put,4.9228,31/12/2029,1.0,American,CITIWARRANTS,COR,18/05/2015,3.89,
TTSSO1,Barrier SFI,2.0349,05/03/2020,1.0,American,CITIWARRANTS,COR,06/03/2015,10,
TTSSSA,Self Funding Instalments,1.6382,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
TTSSSE,Self Funding Instalments,2.4383,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
TWEKOA,MINI Call,11.1729,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,3.87,
TWEKOE,MINI Call,12.3225,31/12/2029,1.0,American,CITIWARRANTS,COR,16/10/2014,4.05,
TWEKOP,MINI Put,18.51,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.12,
TWEKOR,MINI Put,19.0636,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,2.12,
TWEKOS,MINI Put,17.7054,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.12,
VAPBOR,Bonus Certificate,0.00,18/01/2019,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
VAPSOM,Self Funding Instalments,28.3752,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
VASBOR,Bonus Certificate,0.00,18/01/2019,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
VASSO1,Barrier SFI,36.3705,05/03/2020,1.0,American,CITIWARRANTS,COR,06/03/2015,10,
VASSO2,Barrier SFI,25.9589,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
VASSOA,Self Funding Instalments,35.7793,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VASSOC,Self Funding Instalments,61.1355,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VASSON,Self Funding Instalments,52.3424,13/12/2019,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
VASSWA,Self Funding Instalments,37.098,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
VASSWR,Self Funding Instalments,35.5228,30/06/2020,1.0,American,WESTPAC,COR,31/01/2017,10,
VASSWX,Self Funding Instalments,21.9638,30/06/2020,1.0,American,WESTPAC,COR,31/01/2017,10,
VASSWZ,Self Funding Instalments,21.672,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
VCXKOB,MINI Call,2.2419,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.06,
VCXKOC,MINI Call,2.008,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,7.06,
VCXKOD,MINI Call,1.3897,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,7.06,
VCXSSJ,Capped SFI,2.8972,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
VEUSOC,Self Funding Instalments,53.0663,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VEUSOG,Self Funding Instalments,32.5685,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
VEUSON,Self Funding Instalments,51.9675,13/12/2019,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
VHYBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
VHYBOF,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
VHYBOG,Bonus Certificate,0.00,30/01/2018,1.0,American,CITIWARRANTS,COR,18/10/2016,10,
VHYBOH,Bonus Certificate,0.00,30/01/2018,1.0,American,CITIWARRANTS,COR,18/10/2016,10,
VHYBOI,Bonus Certificate,0.00,01/05/2018,1.0,American,CITIWARRANTS,COR,24/01/2017,10,
VHYBOJ,Bonus Certificate,0.00,01/05/2018,1.0,American,CITIWARRANTS,COR,24/01/2017,10,
VHYBOK,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/04/2017,10,
VHYBOL,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,19/04/2017,10,
VHYBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
VHYBOQ,Bonus Certificate,0.00,18/01/2019,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
VHYBOR,Bonus Certificate,0.00,18/01/2019,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
VHYSO1,Barrier SFI,28.9908,05/03/2020,1.0,American,CITIWARRANTS,COR,06/03/2015,10,
VHYSO2,Barrier SFI,16.408,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
VHYSOA,Self Funding Instalments,28.6071,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VHYSOC,Self Funding Instalments,53.3729,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VHYSOG,Self Funding Instalments,25.5652,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
VHYSON,Self Funding Instalments,37.1029,13/12/2019,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
VOCKOD,MINI Call,1.4478,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.49,
VOCKOE,MINI Call,0.879,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.49,
VOCKOF,MINI Call,2.0561,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.49,
VOCKOP,MINI Put,4.0759,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,2.49,
VOCKOQ,MINI Put,4.44,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.49,
VOCKOS,MINI Put,3.4899,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.49,
VRTJOA,Instalment MINI,4.1749,18/11/2021,1.0,American,CITIWARRANTS,COR,21/02/2017,10,
VRTJOT,Instalment MINI,3.1604,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
VRTJOU,Instalment MINI,3.7925,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
VRTKOA,MINI Call,4.0578,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.27,
VRTKOC,MINI Call,3.5327,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,0.27,
VRTKOD,MINI Call,2.9284,31/12/2029,1.0,American,CITIWARRANTS,COR,12/06/2015,0.27,
VRTKOP,MINI Put,7.2406,31/12/2029,1.0,American,CITIWARRANTS,COR,29/01/2014,0.27,
VRTKOQ,MINI Put,9.0164,31/12/2029,1.0,American,CITIWARRANTS,COR,29/01/2014,0.27,
VRTKOS,MINI Put,8.0167,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,0.27,
VTSSOC,Self Funding Instalments,122.5348,15/06/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
VTSSOG,Self Funding Instalments,66.5442,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
WAMJOM,Instalment MINI,1.6375,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
WAMSOM,Self Funding Instalments,1.0354,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
WBCBOE,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
WBCBOF,Bonus Certificate,0.00,22/11/2017,1.0,American,CITIWARRANTS,COR,06/09/2016,10,
WBCBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
WBCBOJ,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
WBCBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
WBCBOQ,Bonus Certificate,0.00,27/09/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
WBCBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
WBCIO1,Instalment Regular Rolling,17.00,04/05/2018,1.0,European,CITIWARRANTS,COR,16/05/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
WBCIO2,Instalment Regular Rolling,15.00,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
WBCIOA,Instalment Regular Rolling,17.00,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
WBCIOL,Instalment High Geared Rolling,29.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
WBCIOV,Instalment High Geared Rolling,17.00,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
WBCIOZ,Instalment Regular Rolling,26.50,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
WBCISF,Capped Instalment,33.50,30/11/2017,1.0,European,UBS,COR,17/02/2017,10,
WBCISI,Instalment Regular Normal,19.3111,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
WBCISK,Instalment Regular Normal,18.0877,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
WBCISN,Instalment Regular Normal,31.0485,20/11/2017,1.0,American,UBS,COR,20/09/2016,10,
WBCISR,Instalment Regular Normal,35.15,30/11/2017,1.0,American,UBS,COR,30/03/2017,10,
WBCISS,Instalment Regular Normal,30.15,30/05/2018,1.0,American,UBS,COR,28/06/2017,10,
WBCIST,Instalment Regular Normal,32.10,30/05/2018,1.0,American,UBS,COR,28/08/2017,10,
WBCISU,Instalment Regular Normal,33.15,30/05/2018,1.0,American,UBS,COR,01/11/2017,10,
WBCIYE,Instalment Regular Rolling,17.7134,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.6,
WBCIYF,Instalment Regular Rolling,27.7123,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,0.6,
WBCJOA,Instalment MINI,22.9621,18/11/2021,1.0,American,CITIWARRANTS,COR,21/02/2017,10,
WBCJOB,Instalment MINI,24.667,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
WBCJOG,Instalment MINI,22.5008,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
WBCJOH,Instalment MINI,24.6707,12/12/2017,1.0,American,CITIWARRANTS,COR,13/12/2012,10,Dividends paid on the underlying security will be used to reduce the Loan Amount (i.e. Exercise Price); effective from the ex-dividend date of the underlying security.
WBCJOJ,Instalment MINI,19.2988,31/05/2018,1.0,American,CITIWARRANTS,COR,04/06/2013,10,
WBCJOK,Instalment MINI,27.1667,31/05/2018,1.0,American,CITIWARRANTS,COR,04/06/2013,10,
WBCJOM,Instalment MINI,16.3753,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
WBCJOT,Instalment MINI,18.1476,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
WBCKOB,MINI Call,26.9487,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.62,
WBCKOC,MINI Call,30.0395,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,4.62,
WBCKOE,MINI Call,27.9189,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,5.4,
WBCKOF,MINI Call,23.1268,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,5.4,
WBCKOH,MINI Call,23.6206,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,5.4,
WBCKOI,MINI Call,22.4696,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,5.4,
WBCKOJ,MINI Call,28.5999,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,4.62,
WBCKOL,MINI Call,25.804,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,5.4,
WBCKOP,MINI Put,35.1734,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.62,
WBCKOR,MINI Put,35.8034,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,4.62,
WBCKOS,MINI Put,43.1098,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.62,
WBCKOU,MINI Put,36.4648,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,5.4,
WBCKOX,MINI Put,37.5829,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,5.4,
WBCKOZ,MINI Put,38.2789,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,5.4,
WBCLOA,GSL MINI Call,32.6019,31/12/2029,1.0,American,CITIWARRANTS,COR,14/10/2015,5.4,
WBCLOB,GSL MINI Call,31.3982,31/12/2029,1.0,American,CITIWARRANTS,COR,23/02/2016,5.4,
WBCLOC,GSL MINI Call,28.9906,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,4.62,
WBCLOD,GSL MINI Call,28.3888,31/12/2029,1.0,American,CITIWARRANTS,COR,23/02/2016,5.4,
WBCLOI,GSL MINI Call,27.7869,31/12/2029,1.0,American,CITIWARRANTS,COR,14/10/2015,5.4,
WBCLOJ,GSL MINI Call,30.2367,31/12/2029,1.0,American,CITIWARRANTS,COR,14/10/2015,5.4,
WBCLOP,GSL MINI Put,33.7361,31/12/2029,1.0,American,CITIWARRANTS,COR,21/06/2016,5.4,
WBCLOR,GSL MINI Put,34.3533,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,4.62,
WBCLOU,GSL MINI Put,34.9481,31/12/2029,1.0,American,CITIWARRANTS,COR,01/06/2017,4.62,
WBCMOB,MINI Call,24.7183,31/12/2029,1.0,American,CITIWARRANTS,COR,14/09/2015,5.4,
