CODE,TYPE,EXERCISE,EXPIRY,RATIO,EX STYLE,ISSUER,REGISTRY,LISTED,ISSUED (M),NOTES
FXUKOY,MINI Put,0.9067,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUKOZ,MINI Put,0.9117,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUMOA,MINI Call,0.6771,31/12/2029,100.0,American,CITIWARRANTS,COR,18/11/2016,10,
FXUMOQ,MINI Put,0.9167,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUMOR,MINI Put,0.9217,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUMOT,MINI Put,0.9266,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUMOU,MINI Put,0.9366,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXUMOX,MINI Put,0.8315,31/12/2029,100.0,American,CITIWARRANTS,COR,03/03/2017,10,
FXUQOP,MINI Put,0.8676,31/12/2029,100.0,American,CITIWARRANTS,COR,18/12/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
FXYKOA,MINI Call,84.6838,31/12/2029,100.0,American,CITIWARRANTS,COR,19/03/2014,10,
FXYKOB,MINI Call,82.7371,31/12/2029,100.0,American,CITIWARRANTS,COR,24/03/2016,10,
FXYKOC,MINI Call,78.7945,31/12/2029,100.0,American,CITIWARRANTS,COR,10/06/2016,10,
FXYKOD,MINI Call,76.8978,31/12/2029,100.0,American,CITIWARRANTS,COR,03/03/2017,10,
FXYKOP,MINI Put,94.5287,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXYKOQ,MINI Put,96.5188,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXYKOR,MINI Put,93.015,31/12/2029,100.0,American,CITIWARRANTS,COR,18/11/2016,10,
FXYKOT,MINI Put,100.499,31/12/2029,100.0,American,CITIWARRANTS,COR,28/09/2017,10,
FXYKOY,MINI Put,98.8315,31/12/2029,100.0,American,CITIWARRANTS,COR,19/03/2014,10,
FXZKOA,MINI Call,1.0849,31/12/2029,100.0,American,CITIWARRANTS,COR,08/01/2016,10,
FXZKOB,MINI Call,1.0657,31/12/2029,100.0,American,CITIWARRANTS,COR,06/05/2015,10,
FXZKOE,MINI Call,1.0326,31/12/2029,100.0,American,CITIWARRANTS,COR,21/01/2015,10,
FXZKOP,MINI Put,1.175,31/12/2029,100.0,American,CITIWARRANTS,COR,19/03/2014,10,
FXZKOQ,MINI Put,1.1569,31/12/2029,100.0,American,CITIWARRANTS,COR,26/07/2011,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer. 
FXZKOS,MINI Put,1.161,31/12/2029,100.0,American,CITIWARRANTS,COR,21/01/2015,10,
GDXJOZ,Instalment MINI,16.9483,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
GDXKOA,MINI Call,24.3067,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,2,
GEMBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
GEMJOF,Instalment MINI,2.3556,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
GEMJOG,Instalment MINI,2.0023,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
GEMJOZ,Instalment MINI,1.6842,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
GEMKOC,MINI Call,3.2763,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,1.89,
GEMKOD,MINI Call,2.1869,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,2.34,
GEMKOP,MINI Put,6.0047,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,2.34,
GMAKOA,MINI Call,1.7656,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2015,1.4,
GMAKOB,MINI Call,2.238,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2015,1.4,
GMAKOP,MINI Put,4.6058,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,1.4,
GMAKOQ,MINI Put,3.6276,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,1.4,
GMAKOR,MINI Put,4.2559,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,1.4,
GMGKOA,MINI Call,7.1104,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,4.51,
GMGKOF,MINI Call,7.3958,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2014,4.84,
GMGKOP,MINI Put,9.8017,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,4.51,
GMGKOQ,MINI Put,9.565,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,4.84,
GMGSSJ,Capped SFI,8.4483,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
GMGSWR,Self Funding Instalments,3.2955,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
GNCKOA,MINI Call,6.5022,31/12/2029,1.0,American,CITIWARRANTS,COR,04/04/2012,10,
GNCKOB,MINI Call,6.993,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,0.65,
GNCKOE,MINI Call,6.0418,31/12/2029,1.0,American,CITIWARRANTS,COR,14/07/2015,0.65,
GNCKOF,MINI Call,5.2513,31/12/2029,1.0,American,CITIWARRANTS,COR,28/08/2015,0.65,
GPTISK,Instalment Regular Normal,3.1793,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
GPTKOB,MINI Call,3.6413,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,6.14,
GPTKOC,MINI Call,4.3589,31/12/2029,1.0,American,CITIWARRANTS,COR,18/05/2015,6.65,
GPTKOD,MINI Call,4.135,31/12/2029,1.0,American,CITIWARRANTS,COR,08/12/2016,6.14,
GPTKOP,MINI Put,5.6115,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,6.14,
GPTKOR,MINI Put,5.8888,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,6.14,
GPTKOS,MINI Put,6.1629,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,6.14,
GPTSSA,Self Funding Instalments,2.0455,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
GPTSSE,Self Funding Instalments,3.2365,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
GPTSWR,Self Funding Instalments,2.2771,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
GTYJOM,Instalment MINI,1.6768,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
GWAKOP,MINI Put,4.3507,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.81,
GWAKOQ,MINI Put,3.7022,31/12/2029,1.0,American,CITIWARRANTS,COR,13/07/2012,10,
GXYKOA,MINI Call,1.2333,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,10,
GXYKOB,MINI Call,2.3641,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,4.13,
GXYKOC,MINI Call,2.832,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.13,
GXYKOD,MINI Call,2.5017,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.13,
GXYKOE,MINI Call,2.0014,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,4.13,
HFRJOA,Instalment MINI,0.7987,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
HFRJOT,Instalment MINI,0.6896,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
HFRJOZ,Instalment MINI,0.4873,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
HSOBOI,Bonus Certificate,0.00,25/05/2018,1.0,American,CITIWARRANTS,COR,02/02/2017,10,
HSOBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
HSOJOA,Instalment MINI,1.0048,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
HSOJOZ,Instalment MINI,1.3453,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
HSOKOA,MINI Call,1.4553,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,6.96,
HSOKOC,MINI Call,0.9106,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,6.96,
HSOKOD,MINI Call,1.0338,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,6.96,
HSOKOQ,MINI Put,2.6393,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,9.59,
HSOSO1,Barrier SFI,1.1834,14/07/2022,1.0,American,CITIWARRANTS,COR,01/08/2017,10,
HSOSO2,Barrier SFI,0.8038,17/08/2022,1.0,American,CITIWARRANTS,COR,03/10/2017,10,
HSOSWR,Self Funding Instalments,1.6779,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
HSXKOA,Index MINI Call,24153,31/12/2029,0.01,American,CITIWARRANTS,COR,05/08/2015,10,
HSXKOB,Index MINI Call,26000,31/12/2029,0.01,American,CITIWARRANTS,COR,05/08/2015,10,
HSXKOC,Index MINI Call,25236,31/12/2029,0.01,American,CITIWARRANTS,COR,05/08/2015,10,
HSXKOD,Index MINI Call,24855,31/12/2029,0.01,American,CITIWARRANTS,COR,05/08/2015,10,
HSXKOE,Index MINI Call,21545,31/12/2029,0.01,American,CITIWARRANTS,COR,24/03/2016,10,
HSXKOP,Index MINI Put,30024,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
HSXKOR,Index MINI Put,31493,31/12/2029,0.01,American,CITIWARRANTS,COR,13/06/2017,10,
HSXKOS,Index MINI Put,30354,31/12/2029,0.01,American,CITIWARRANTS,COR,13/06/2017,10,
HSXKOU,Index MINI Put,31961,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
HSXKOV,Index MINI Put,32485,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
HSXKOW,Index MINI Put,33009,31/12/2029,0.01,American,CITIWARRANTS,COR,28/09/2017,10,
HVNBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
HVNBOR,Bonus Certificate,0.00,13/12/2018,1.0,American,CITIWARRANTS,COR,11/08/2017,10,
HVNKOA,MINI Call,1.6354,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.9,
HVNKOC,MINI Call,2.7277,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.9,
HVNKOE,MINI Call,2.4501,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.9,
HVNKOQ,MINI Put,4.8828,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.9,
HVNKOR,MINI Put,5.3315,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,2.9,
HVNKOW,MINI Put,5.9149,31/12/2029,1.0,American,CITIWARRANTS,COR,04/11/2014,2.9,
HVSJOE,Instalment MINI,14.0053,14/04/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
HVSJOZ,Instalment MINI,9.6222,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
HVSSO1,Barrier SFI,7.0146,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
HVSSO2,Barrier SFI,10.3897,14/04/2020,1.0,American,CITIWARRANTS,COR,21/12/2015,10,
IAAIOM,Instalment Regular Rolling,38.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,1.5,
IAAJOM,Instalment MINI,36.8174,30/05/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IAAJOZ,Instalment MINI,43.3347,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
IAASOM,Self Funding Instalments,25.171,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
IAGIOA,Instalment Regular Rolling,3.50,19/10/2018,1.0,American,CITIWARRANTS,COR,22/10/2015,10,
IAGIOL,Instalment High Geared Rolling,5.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
IAGIOV,Instalment High Geared Rolling,2.897,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
IAGIOZ,Instalment Regular Rolling,4.397,15/12/2017,1.0,American,CITIWARRANTS,COR,18/12/2013,10,
IAGISI,Instalment Regular Normal,3.4434,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
IAGISK,Instalment Regular Normal,3.4426,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
IAGIYE,Instalment Regular Rolling,4.1373,19/06/2018,1.0,American,COMM BANK,COR,10/12/2014,1.2,
IAGJOM,Instalment MINI,3.8209,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
IAGJON,Instalment MINI,4.9126,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
IAGKOA,MINI Call,5.7529,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,6.01,
IAGKOB,MINI Call,5.2553,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,5.53,
IAGKOD,MINI Call,4.9901,31/12/2029,1.0,American,CITIWARRANTS,COR,24/02/2017,6.01,
IAGKOP,MINI Put,7.4484,31/12/2029,1.0,American,CITIWARRANTS,COR,12/03/2014,6.01,
IAGKOQ,MINI Put,7.8872,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,5.53,
IAGKOS,MINI Put,8.9106,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,5.53,
IAGSMB,Self Funding Instalments,0.9682,29/06/2018,1.0,American,MACQUARIE,COR,07/02/2008,10,
IAGSOM,Self Funding Instalments,2.4269,18/06/2021,1.0,American,CITIWARRANTS,COR,23/06/2016,10,
IAGSSA,Self Funding Instalments,3.3272,08/06/2018,1.0,American,UBS,COR,20/10/2014,10,
IAGSSE,Self Funding Instalments,3.611,08/06/2018,1.0,American,UBS,COR,31/05/2016,10,
IAGSSJ,Capped SFI,6.6113,29/06/2018,1.0,European,UBS,COR,28/06/2017,10,
IAGSSZ,Self Funding Instalments,3.1491,08/06/2018,1.0,American,UBS,COR,12/04/2016,10,
IAGSWA,Self Funding Instalments,3.0855,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
IAGSWR,Self Funding Instalments,2.9323,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
IEMIOM,Instalment Regular Rolling,28.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
IEMJOM,Instalment MINI,29.5746,30/05/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IEMJOZ,Instalment MINI,33.7059,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
IEMSOM,Self Funding Instalments,19.0525,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
IEUJOE,Instalment MINI,34.746,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
IEUJOM,Instalment MINI,31.2994,20/01/2021,1.0,American,CITIWARRANTS,COR,25/01/2016,10,
IFLKOA,MINI Call,8.0733,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,0.86,
IFLKOB,MINI Call,9.0828,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,0.86,
IFLKOP,MINI Put,13.5646,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,0.86,
IFLKOQ,MINI Put,14.7216,31/12/2029,1.0,American,CITIWARRANTS,COR,13/01/2017,0.86,
IFNKOA,MINI Call,0.5722,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.2,
IFNKOB,MINI Call,0.4922,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,3.2,
IFNKOE,MINI Call,0.3065,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,3.2,
IGOKOA,MINI Call,2.3182,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,0.73,
IGOKOB,MINI Call,1.8095,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.73,
IGOKOD,MINI Call,3.1958,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.73,
IGOKOQ,MINI Put,5.9935,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.73,
IGOKOR,MINI Put,6.7484,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.73,
IGOKOT,MINI Put,7.3783,31/12/2029,1.0,American,CITIWARRANTS,COR,27/10/2017,0.73,
IHDSO1,Barrier SFI,7.1392,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IHDSO2,Barrier SFI,6.6921,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
IHOSOM,Self Funding Instalments,29.505,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,0.82,
ILCIO2,Instalment Regular Rolling,11.00,03/11/2017,1.0,European,CITIWARRANTS,COR,07/11/2011,10,Please note this Instalment has a Cap Level that can limit upside of capital gains over a specified level. Please refer PDS for full details. 
ILCSO1,Barrier SFI,12.4279,14/04/2020,1.0,American,CITIWARRANTS,COR,15/04/2015,10,
ILCSOM,Self Funding Instalments,8.1096,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
ILCSWA,Self Funding Instalments,11.6861,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
ILCSWR,Self Funding Instalments,13.7612,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
ILCSWT,Self Funding Instalments,10.2196,30/06/2020,1.0,American,WESTPAC,COR,27/11/2015,10,
ILCSWX,Self Funding Instalments,6.3768,30/06/2020,1.0,American,WESTPAC,COR,31/01/2017,10,
ILCSWZ,Self Funding Instalments,6.7527,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
ILUJOP,Instalment MINI,4.8419,30/05/2019,1.0,American,CITIWARRANTS,COR,25/11/2014,10,
ILUJOZ,Instalment MINI,3.8557,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
ILUKOA,MINI Call,6.887,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,2.35,
ILUKOC,MINI Call,7.3683,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,2.18,
ILUKOD,MINI Call,5.1319,31/12/2029,1.0,American,CITIWARRANTS,COR,10/12/2015,2.35,
ILUKOE,MINI Call,7.7993,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.18,
ILUKOH,MINI Call,6.3679,31/12/2029,1.0,American,CITIWARRANTS,COR,12/08/2014,2.35,
ILUKOP,MINI Put,14.9364,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,2.18,
ILUKOQ,MINI Put,14.167,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,2.18,
ILUKOR,MINI Put,13.6005,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,2.18,
ILUKOT,MINI Put,11.9583,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2016,2.35,
ILUKOY,MINI Put,12.6643,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,2.35,
IOFSWR,Self Funding Instalments,1.6301,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
IOOIOM,Instalment Regular Rolling,59.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
IOOSO1,Barrier SFI,56.4911,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IOOSOM,Self Funding Instalments,40.1255,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
IOZIWJ,Instalment Regular Normal,16.50,29/03/2018,1.0,American,WESTPAC,COR,31/01/2017,10,
IOZSO1,Barrier SFI,10.8669,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IOZSOM,Self Funding Instalments,8.2814,18/06/2021,1.0,American,CITIWARRANTS,COR,23/11/2016,10,
IOZSWA,Self Funding Instalments,11.9431,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
IOZSWR,Self Funding Instalments,12.5454,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
IOZSWT,Self Funding Instalments,10.0801,30/06/2020,1.0,American,WESTPAC,COR,27/11/2015,10,
IOZSWX,Self Funding Instalments,6.3436,30/06/2020,1.0,American,WESTPAC,COR,31/01/2017,10,
IOZSWZ,Self Funding Instalments,6.9471,30/06/2022,1.0,American,WESTPAC,COR,08/06/2017,10,
IPHKOB,MINI Call,2.6283,31/12/2029,1.0,American,CITIWARRANTS,COR,25/05/2017,0.74,
IPHKOC,MINI Call,2.7927,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2016,0.78,
IPHKOE,MINI Call,3.2697,31/12/2029,1.0,American,CITIWARRANTS,COR,23/09/2016,0.78,
IPLISR,Instalment Regular Normal,3.80,30/11/2017,1.0,American,UBS,COR,30/03/2017,10,
IPLKOA,MINI Call,3.0796,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2016,6.16,
IPLKOC,MINI Call,3.2536,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,6.14,
IPLKOD,MINI Call,2.5154,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,6.16,
IPLKOE,MINI Call,1.9757,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,6.16,
IPLKOG,MINI Call,2.3064,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2012,10,
IPLKOP,MINI Put,5.2299,31/12/2029,1.0,American,CITIWARRANTS,COR,29/03/2011,10,
IPLKOQ,MINI Put,5.4853,31/12/2029,1.0,American,CITIWARRANTS,COR,05/08/2011,10,
IPLKOS,MINI Put,4.3983,31/12/2029,1.0,American,CITIWARRANTS,COR,01/03/2012,10,
IPLKOT,MINI Put,4.8636,31/12/2029,1.0,American,CITIWARRANTS,COR,04/04/2012,10,
IPLKOU,MINI Put,4.6188,31/12/2029,1.0,American,CITIWARRANTS,COR,20/10/2015,6.16,
IPLSWR,Self Funding Instalments,2.3046,30/06/2020,1.0,American,WESTPAC,COR,24/04/2015,10,
IREKOA,MINI Call,9.728,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.44,
IREKOB,MINI Call,8.7675,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.44,
IREKOP,MINI Put,17.6499,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.44,
IREKOQ,MINI Put,14.7853,31/12/2029,1.0,American,CITIWARRANTS,COR,21/10/2016,0.44,
ISOJOM,Instalment MINI,2.4143,30/05/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IVCKOB,MINI Call,13.6378,31/12/2029,1.0,American,CITIWARRANTS,COR,08/01/2016,0.23,
IVCKOC,MINI Call,8.8748,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,0.23,
IVCKOD,MINI Call,13.0219,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.21,
IVCKOR,MINI Put,22.0808,31/12/2029,1.0,American,CITIWARRANTS,COR,20/06/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
IVCKOS,MINI Put,25.1189,31/12/2029,1.0,American,CITIWARRANTS,COR,04/09/2012,10,Please note this product may have a 4 decimal place barrier price. Refer to daily disclosure documents released by the warrant issuer.
IVCKOT,MINI Put,23.9148,31/12/2029,1.0,American,CITIWARRANTS,COR,12/03/2014,0.23,
IVEJOE,Instalment MINI,51.3528,14/04/2020,1.0,American,CITIWARRANTS,COR,02/06/2015,10,
IVEJOZ,Instalment MINI,60.6643,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
IVVISJ,Instalment Regular Normal,163.5775,08/06/2018,1.0,American,UBS,COR,25/08/2015,10,
IVVSO1,Barrier SFI,151.1965,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
IVVSOG,Self Funding Instalments,108.7147,13/12/2019,1.0,American,CITIWARRANTS,COR,19/09/2014,10,
IVVSOH,Self Funding Instalments,156.2873,23/06/2020,1.0,American,CITIWARRANTS,COR,24/06/2015,10,
IVVSON,Self Funding Instalments,277.4445,13/12/2019,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
IVVSOO,Self Funding Instalments,314.3689,26/06/2018,1.0,American,CITIWARRANTS,COR,06/06/2017,10,
IXIIOM,Instalment Regular Rolling,72.00,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,1.5,
IXJIOM,Instalment Regular Rolling,74.50,18/05/2018,1.0,American,CITIWARRANTS,COR,27/05/2010,10,
IZZJOM,Instalment MINI,35.8161,30/05/2019,1.0,American,CITIWARRANTS,COR,03/02/2015,10,
JBHJOP,Instalment MINI,10.289,30/05/2019,1.0,American,CITIWARRANTS,COR,25/11/2014,10,
JBHJOQ,Instalment MINI,12.589,30/05/2019,1.0,American,CITIWARRANTS,COR,25/11/2014,10,
JBHJOT,Instalment MINI,15.3634,14/04/2020,1.0,American,CITIWARRANTS,COR,27/08/2015,10,
JBHJOZ,Instalment MINI,17.3296,18/11/2021,1.0,American,CITIWARRANTS,COR,25/11/2016,10,
JBHKOB,MINI Call,20.3691,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.56,
JBHKOD,MINI Call,18.396,31/12/2029,1.0,American,CITIWARRANTS,COR,23/12/2011,10,
JBHKOE,MINI Call,16.1809,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.56,
JBHKOG,MINI Call,18.2008,31/12/2029,1.0,American,CITIWARRANTS,COR,21/04/2017,0.56,
JBHKOP,MINI Put,30.1766,31/12/2029,1.0,American,CITIWARRANTS,COR,07/04/2016,0.56,
JBHKOQ,MINI Put,26.3796,31/12/2029,1.0,American,CITIWARRANTS,COR,12/09/2017,0.56,
JBHKOS,MINI Put,29.11,31/12/2029,1.0,American,CITIWARRANTS,COR,20/05/2016,0.56,
JBHKOT,MINI Put,32.786,31/12/2029,1.0,American,CITIWARRANTS,COR,11/02/2016,0.56,
JBHSO1,Barrier SFI,7.2471,06/12/2019,1.0,American,CITIWARRANTS,COR,09/12/2014,10,
JBHSO2,Barrier SFI,11.4856,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
JHCKOA,MINI Call,1.4088,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,1.7,
JHCKOB,MINI Call,0.7318,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,1.7,
JHCKOC,MINI Call,1.1682,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,1.7,
JHGBON,Bonus Certificate,0.00,25/10/2018,1.0,American,CITIWARRANTS,COR,27/04/2017,10,
JHGKOA,MINI Call,17.1563,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,3.78,
JHGKOB,MINI Call,36.4682,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.61,
JHGKOD,MINI Call,24.7491,31/12/2029,1.0,American,CITIWARRANTS,COR,30/06/2016,3.78,
JHGKOQ,MINI Put,51.4066,31/12/2029,1.0,American,CITIWARRANTS,COR,05/09/2016,3.78,
JHGKOR,MINI Put,52.7318,31/12/2029,1.0,American,CITIWARRANTS,COR,29/06/2017,0.61,
JHGSOP,Self Funding Instalments,22.50,17/06/2022,1.0,American,CITIWARRANTS,COR,26/10/2017,10,
JHXJOM,Instalment MINI,12.0086,20/01/2021,1.0,American,CITIWARRANTS,COR,03/06/2016,10,
